PDB ID (human only)          ,# of PDBs,PDB ID (contains human)          ,# of PDBs, UniProt ID,Gene Symbol,Name,Process/Function,BETSE Model
"2LCM,                                                                       ",1,"2LCM,                                                                       ",1,Q00975,CACNA1B,Voltage-dependent N-type calcium channel subunit alpha-1B,"Ca2+ channel; Voltage-gated; Excitable cells, muscle contraction, hormone/neurotransmitter release, gene expression, cell motility, cell division, cell death. Mutations associated with dystonia (involuntary muscle contraction)",vg_ca.Ca_PQ
,0,                                                                            ,0,Q86XX0,CACNA1C,Voltage-dependent L-type calcium channel alpha 1C subunit,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,Q86XX1,CACNA1C,Voltage-dependent L-type calcium channel alpha 1C subunit,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A0A0MR67,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A0A0MSA1,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,E9PDI6,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F5GY28,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F5H522,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F5H638,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A087WUX4,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A087WV93,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A087WZV3,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F5H0X0,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C,Ca2+ channel; Voltage-gated;,-
"2BE6,2F3Z,2LQC,3G43,3OXQ,                                                   ",5,"1T0J,2BE6,2F3Z,2LQC,3G43,3OXQ,                                              ",6,Q13936,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C,"Ca2+ channel; Voltage-gated; Excitable cells, muscle contraction, hormone/neurotransmitter release, gene expression, cell motility, cell division, cell death. Mutaions associated with Timothy syndrome (webbing of fingers, congenital heart disease, immune deficiency, hypoglycemia, cognative abnormalities, autism), Brugada syndrome (heart disease), ",vg_ca.Ca_L
,0,                                                                            ,0,Q5V9X8,CACNA1C,"Voltage-gated L-type calcium channel Cav1.2 alpha 1 subunit, splice variant 10*",Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,Q5V9X9,CACNA1C,"Voltage-gated L-type calcium channel Cav1.2 alpha 1 subunit, splice variant 9*",Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,Q59GD8,CACNA1D,"Calcium channel, voltage-dependent, L type, alpha 1D subunit variant",Ca2+ channel; Voltage-gated,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTN0,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTP8,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUB6,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUH2,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUN6,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GVI2,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GW98,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GWE1,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GWF7,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,H7C4S8,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
"3LV3,                                                                       ",1,"3LV3,                                                                       ",1,Q01668,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D,"Ca2+ channel; Voltage-gated; Excitable cells, muscle contraction, hormone/neurotransmitter release, gene expression, cell motility, cell division, cell death. Mutations associated with deafness, seizures, neurological abnormalities",vg_ca.Ca_L
,0,                                                                            ,0,Q9NY05,CACNA1E,Voltage-dependent calcium channel alpha 1E subunit,Ca2+ channel; Voltage-gated;,vg_ca.Ca_PQ
,0,                                                                            ,0,A0A024R920,CACNA1E,Voltage-dependent R-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_PQ
,0,                                                                            ,0,E9PIE8,CACNA1E,Voltage-dependent R-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_PQ
,0,                                                                            ,0,F8W9Z1,CACNA1E,Voltage-dependent R-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_PQ
,0,                                                                            ,0,J3KP11,CACNA1E,Voltage-dependent R-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_PQ
,0,                                                                            ,0,Q9NYZ5,CACNA1E,Voltage-dependent R-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_PQ
,0,                                                                            ,0,Q9NYZ6,CACNA1E,Voltage-dependent R-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_PQ
,0,"3BXL,                                                                       ",1,Q15878,CACNA1E,Voltage-dependent R-type calcium channel subunit alpha-1E,"Ca2+ channel; Voltage-gated; excitable cells, muscle contraction, hormone/neurotransmitter release, gene expression, cell motility, cell division, cell death. Channels containing this subunit are involved in modulating firing patters of neurons which is important for information processing",vg_ca.Ca_PQ
,0,                                                                            ,0,Q9UN68,CACNA1E,Voltage-gated calcium channel alpha 1E subunit,Ca2+ channel; Voltage-gated;,vg_ca.Ca_PQ
,0,                                                                            ,0,H7C549,CACNA1F,Voltage-dependent L-type calcium channel subunit alpha-1F,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,O60840,CACNA1F,Voltage-dependent L-type calcium channel subunit alpha-1F,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,X5D9M1,CACNA1G,Voltage-dependent T-type calcium channel alpha 1G subunit isoform A,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,X5D9G8,CACNA1G,Voltage-dependent T-type calcium channel alpha 1G subunit isoform B,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,A0A0B4J1X2,CACNA1G,Voltage-dependent T-type calcium channel subunit alpha-1G,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,H0YAN0,CACNA1G,Voltage-dependent T-type calcium channel subunit alpha-1G,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,I3L2W8,CACNA1G,Voltage-dependent T-type calcium channel subunit alpha-1G,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,O43497,CACNA1G,Voltage-dependent T-type calcium channel subunit alpha-1G,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,Q9NYY6,CACNA1H,Low-voltage-activated calcium channel alpha13.2 subunit,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,Q9NYY7,CACNA1H,Low-voltage-activated calcium channel alpha13.2 subunit,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,A2SX35,CACNA1H,Low-voltage-activated calcium channel alpha1H subunit splice variant 512,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,A2SX36,CACNA1H,Low-voltage-activated calcium channel alpha1H subunit splice variant 513,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,A2SX37,CACNA1H,Low-voltage-activated calcium channel alpha1H subunit splice variant 544,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,A2SX38,CACNA1H,Low-voltage-activated calcium channel alpha1H subunit splice variant 577,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,H3BMW6,CACNA1H,Voltage-dependent T-type calcium channel subunit alpha-1H,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,H3BNT0,CACNA1H,Voltage-dependent T-type calcium channel subunit alpha-1H,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,H3BUA8,CACNA1H,Voltage-dependent T-type calcium channel subunit alpha-1H,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,O95180,CACNA1H,Voltage-dependent T-type calcium channel subunit alpha-1H,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,Q9P0X4,CACNA1I,Voltage-dependent T-type calcium channel subunit alpha-1I,Ca2+ channel; Voltage-gated;,vg_ca.Ca_T
,0,                                                                            ,0,B1ALM3,CACNA1S,Voltage-dependent L-type calcium channel subunit alpha,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
"2VAY,                                                                       ",1,"2VAY,                                                                       ",1,Q13698,CACNA1S,Voltage-dependent L-type calcium channel subunit alpha-1S,"Ca2+ channel; Voltage-gated; excitable cells, muscle contraction, hormone/neurotransmitter release, gene expression, cell motility, cell division, cell death; Imporant for excitation/contraction of skeletal muscle; Mutations associated with periodic paralysis, malignant hyperthermia, thyrotoxic periodic paralysis, ",vg_ca.Ca_L
,0,                                                                            ,0,P54289,CACNA2D1,Voltage-dependent calcium channel subunit alpha-2/delta-1,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9NY47,CACNA2D2,Voltage-dependent calcium channel subunit alpha-2/delta-2,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q8IZS8,CACNA2D3,Voltage-dependent calcium channel subunit alpha-2/delta-3,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q7Z3S7,CACNA2D4,Voltage-dependent calcium channel subunit alpha-2/delta-4,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q02641,CACNB1,Voltage-dependent L-type calcium channel subunit beta-1,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,Q6TME4,CACNB1,Voltage-dependent L-type calcium channel subunit beta-1,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A087WUH4,CACNB2,Voltage-dependent L-type calcium channel subunit beta-2,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A087WVX5,CACNB2,Voltage-dependent L-type calcium channel subunit beta-2,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A087WWJ0,CACNB2,Voltage-dependent L-type calcium channel subunit beta-2,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A6PVM6,CACNB2,Voltage-dependent L-type calcium channel subunit beta-2,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,Q08289,CACNB2,Voltage-dependent L-type calcium channel subunit beta-2,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,Q6TME0,CACNB2,Voltage-dependent L-type calcium channel subunit beta-2,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F8VNV8,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F8VU10,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F8VUW8,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F8VV14,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F8VWK1,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,F8W0F8,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,H0YHK1,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,H0YHY2,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,P54284,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,Q53S65,CACNB4,Putative uncharacterized protein CACNB4,? - unknown protein,vg_ca.Ca_L
,0,                                                                            ,0,Q580I4,CACNB4,Putative uncharacterized protein CACNB4,? - unknown protein,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTH0,CACNB4,Uncharacterized protein,? - unknown protein,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUW8,CACNB4,Uncharacterized protein,? - unknown protein,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTA9,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTF6,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTK1,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTN2,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTN8,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTP5,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTP6,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTS4,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTX2,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTX6,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GTX8,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GU05,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GU07,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GU32,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GU42,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GU53,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUI5,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUI8,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUJ7,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUK3,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUK4,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUM9,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUU5,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GUU8,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GV16,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GVB2,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GVF0,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GVG1,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GVP7,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GVT6,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GVU5,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GW58,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GW63,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GWF9,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GWG5,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,A0A1B0GXG0,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,C9J224,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,E7DBM8,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,E7EN11,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
,0,                                                                            ,0,H0Y476,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated;,vg_ca.Ca_L
"2D46,                                                                       ",1,"2D46,                                                                       ",1,O00305,CACNB4,Voltage-dependent L-type calcium channel subunit beta-4,Ca2+ channel; Voltage-gated; Mutations related to epilepsy; Cerebellum & kidney,vg_ca.Ca_L
,0,                                                                            ,0,Q06432,CACNG1,Voltage-dependent calcium channel gamma-1 subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9Y698,CACNG2,Voltage-dependent calcium channel gamma-2 subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,O60359,CACNG3,Voltage-dependent calcium channel gamma-3 subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A024R8J8,CACNG4,Voltage-dependent calcium channel gamma subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9UBN1,CACNG4,Voltage-dependent calcium channel gamma-4 subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9UF02,CACNG5,Voltage-dependent calcium channel gamma-5 subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,A6NFR2,CACNG6,Voltage-dependent calcium channel gamma subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q9BXT2,CACNG6,Voltage-dependent calcium channel gamma-6 subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,A0A0C4DFY2,CACNG7,Voltage-dependent calcium channel gamma-7 subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,P62955,CACNG7,Voltage-dependent calcium channel gamma-7 subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q8WXS5,CACNG8,Voltage-dependent calcium channel gamma-8 subunit,Ca2+ channel; Voltage-gated;,-
,0,                                                                            ,0,Q8IU99,CALHM1,Calcium homeostasis modulator protein 1,"cation channel (Ca2+, Na+, K+); Voltage-gated and Ca-activated; Pore-forming unit; Required for sensory preception of sweet, bitter tastes",-
,0,                                                                            ,0,Q9HA72,CALHM2,Calcium homeostasis modulator protein 2,"cation channel (Ca2+, Na+, K+); Voltage-gated; Pore-forming unit;",-
,0,                                                                            ,0,Q86XJ0,CALHM3,Calcium homeostasis modulator protein 3,"cation channel (Ca2+, Na+, K+); Voltage-gated; Pore-forming unit;",-
"1CLL,1CTR,1J7O,1J7P,1L7Z,1SW8,1WRZ,1Y6W,1YR5,1ZUZ,2BE6,2F3Z,2HF5,2I08,2JZI,2K0E,2K0F,2K0J,2K61,2KNE,2KUG,2KUH,2L53,2LGF,2LL6,2LL7,2LQC,2LQP,2LV6,2M55,2MG5,2N27,2N6A,2N8J,2R28,2V01,2V02,2VAY,2W73,2WEL,2X0G,2Y4V,3BYA,3EWT,3EWV,3G43,3HR4,3OXQ,3UCT,3UCW,3UCY,4BW7,4BW8,4BYF,4DCK,4DJC,4GOW,4JPZ,4JQ0,4LZX,4M1L,4OVN,4Q5U,4UMO,4UPU,4V0C,5GGM,5I0I,5J03,5J8H, ",70,"1CDL,1CLL,1CTR,1IWQ,1J7O,1J7P,1K90,1K93,1L7Z,1LVC,1PK0,1S26,1SK6,1SW8,1WRZ,1XFU,1XFV,1XFW,1XFX,1XFY,1XFZ,1Y6W,1YR5,1YRT,1YRU,1ZOT,1ZUZ,2BE6,2F3Y,2F3Z,2HF5,2I08,2JZI,2K0E,2K0F,2K0J,2K61,2KNE,2KUG,2KUH,2L53,2L7L,2LGF,2LL6,2LL7,2LQC,2LQP,2LV6,2M0J,2M0K,2M55,2MG5,2N27,2N6A,2N8J,2R28,2V01,2V02,2VAY,2W73,2WEL,2X0G,2Y4V,3BYA,3DVE,3DVJ,3DVK,3DVM,3EWT,3EWV,3G43,3HR4,3J41,3O77,3O78,3OXQ,3SUI,3UCT,3UCW,3UCY,4BW7,4BW8,4BYF,4DCK,4DJC,4GOW,4JPZ,4JQ0,4L79,4LZX,4M1L,4OVN,4Q57,4Q5U,4UMO,4UPU,4V0C,5COC,5DOW,5GGM,5I0I,5J03,5J8H,5K7L,5K8Q, ",105,P62158,CALM1,Calmodulin,NOT AN ION CHANNEL; Modulate control of many proteins by Ca2+. CaM binds Ca2+,-
,0,                                                                            ,0,B4DJ51,CALM3,"Calmodulin 1 (Phosphorylase kinase, delta), isoform CRA_a",NOT AN ION CHANNEL; Modulate control of many proteins by Ca2+. CaM binds Ca2+,-
,0,                                                                            ,0,A0A024RDK3,CAMK2D,"Calcium/calmodulin-dependent protein kinase (CaM kinase) II delta, isoform CRA_a",NOT AN ION CHANNEL; kinase can act on ion channels.,-
"2VN9,2W2C,2WEL,                                                             ",3,"2VN9,2W2C,2WEL,3GP2,                                                        ",4,Q13557,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,NOT AN ION CHANNEL; kinase can act on ion channels.,-
"2VAF,                                                                       ",1,"2VAF,                                                                       ",1,O14958,CASQ2,Calsequestrin-2,NOT AN ION CHANNEL; Ca2+ binding protein; internal Ca store in muscle. Regulates Ca release from channel RYR2.,-
,0,                                                                            ,0,Q8NEC5,CATSPER1,Cation channel sperm-associated protein 1,"Ca2+ channel; Voltage-gated; Part of CatSper channel; Sperm hyperactivation, acrosome reaction, chemotaxis towards oocyte.",vg_ca.Ca_T
,0,                                                                            ,0,B8ZZQ9,CATSPER2,Cation channel sperm-associated protein 2,Ca2+ channel; Voltage-gated; Sperm motility,-
,0,                                                                            ,0,E7EX46,CATSPER2,Cation channel sperm-associated protein 2,Ca2+ channel; Voltage-gated; Sperm motility,-
,0,                                                                            ,0,F8W9H2,CATSPER2,Cation channel sperm-associated protein 2,Ca2+ channel; Voltage-gated; Sperm motility,-
,0,                                                                            ,0,H7BZ89,CATSPER2,Cation channel sperm-associated protein 2,Ca2+ channel; Voltage-gated; Sperm motility,-
,0,                                                                            ,0,Q96P56,CATSPER2,Cation channel sperm-associated protein 2,"Ca2+ channel; Voltage-gated; Part of CatSper channel; Sperm hyperactivation, acrosome reaction, chemotaxis towards oocyte.",vg_ca.Ca_T
,0,                                                                            ,0,Q86XQ3,CATSPER3,Cation channel sperm-associated protein 3,"Ca2+ channel; Voltage-gated; Part of CatSper channel; Sperm hyperactivation, acrosome reaction, chemotaxis towards oocyte.",vg_ca.Ca_T
,0,                                                                            ,0,J3KNU1,CATSPER4,Cation channel sperm-associated protein 4,Ca2+ channel; Voltage-gated; Sperm motility,-
,0,                                                                            ,0,Q7RTX7,CATSPER4,Cation channel sperm-associated protein 4,"Ca2+ channel; Voltage-gated; Part of CatSper channel; Sperm hyperactivation, acrosome reaction, chemotaxis towards oocyte.",-
,0,                                                                            ,0,A0A1B0GXC6,CATSPERB,Cation channel sperm-associated protein subunit beta,cation channel; Voltage-gated;,-
